hour,day,temp,PV_kW
2258,95, 25.80 ,0
2259,95, 24.80 ,0
2260,95, 24.50 ,0
2261,95, 24.10 ,0
2262,95, 23.80 ,0
2263,95, 25.80 ,0.04836
2264,95, 27.80 ,0.15383
2265,95, 29.80 ,0.28869
2266,95, 30.50 ,0.44825
2267,95, 31.10 ,0.58233
2268,95, 31.80 ,0.6393
2269,95, 31.80 ,0.63339
2270,95, 31.80 ,0.51932
2271,95, 31.80 ,0.47414
2272,95, 30.80 ,0.28147
2273,95, 29.80 ,0.16753
2274,95, 28.80 ,0.05353
2275,95, 28.50 ,0
2276,95, 28.10 ,0
2277,95, 27.80 ,0
2278,95, 27.80 ,0
2279,95, 27.80 ,0
2280,95, 27.80 ,0
2281,96, 27.50 ,0
2282,96, 27.10 ,0
2283,96, 26.80 ,0
2284,96, 26.50 ,0
2285,96, 26.10 ,0
2286,96, 25.80 ,0
2287,96, 27.10 ,0.039
2288,96, 28.50 ,0.11542
2289,96, 29.80 ,0.23531
2290,96, 30.50 ,0.39523
2291,96, 31.10 ,0.50191
2292,96, 31.80 ,0.43352
2293,96, 32.10 ,0.65419
2294,96, 32.50 ,0.53855
2295,96, 32.80 ,0.31706
2296,96, 31.50 ,0.29615
2297,96, 30.10 ,0.1481
2298,96, 28.80 ,0.06168
2299,96, 28.80 ,0
2300,96, 28.80 ,0
2301,96, 28.80 ,0
2302,96, 28.50 ,0
2303,96, 28.10 ,0
2304,96, 27.80 ,0
2305,97, 28.00 ,0
2306,97, 28.20 ,0
2307,97, 28.50 ,0
2308,97, 28.70 ,0
2309,97, 28.90 ,0
2310,97, 29.10 ,0
2311,97, 29.40 ,0.06149
2312,97, 29.60 ,0.20014
2313,97, 29.80 ,0.30873
2314,97, 30.80 ,0.34773
2315,97, 31.80 ,0.53407
2316,97, 32.80 ,0.77336
2317,97, 32.10 ,0.64736
2318,97, 31.50 ,0.63643
2319,97, 30.80 ,0.51668
2320,97, 30.10 ,0.37198
2321,97, 29.50 ,0.18207
2322,97, 28.80 ,0.0525
2323,97, 28.80 ,0
2324,97, 28.80 ,0
2325,97, 28.80 ,0
2326,97, 28.60 ,0
2327,97, 28.50 ,0
2328,97, 28.30 ,0
2329,98, 28.10 ,0
2330,98, 28.00 ,0
2331,98, 27.80 ,0
2332,98, 27.50 ,0
2333,98, 27.10 ,0
2334,98, 26.80 ,0
2335,98, 27.80 ,0.0487
2336,98, 28.80 ,0.17126
2337,98, 29.80 ,0.30707
2338,98, 30.80 ,0.49751
2339,98, 31.80 ,0.71387
2340,98, 32.80 ,0.75697
2341,98, 32.50 ,0.77715
2342,98, 32.10 ,0.72183
2343,98, 31.80 ,0.60554
2344,98, 31.30 ,0.43214
2345,98, 30.80 ,0.22706
2346,98, 30.30 ,0.05228
2347,98, 29.80 ,0
2348,98, 29.30 ,0
2349,98, 28.80 ,0
2350,98, 28.50 ,0
2351,98, 28.10 ,0
2352,98, 27.80 ,0
2353,99, 27.50 ,0
2354,99, 27.10 ,0
2355,99, 26.80 ,0
2356,99, 27.50 ,0
2357,99, 28.10 ,0
2358,99, 28.80 ,0
2359,99, 29.50 ,0.04449
2360,99, 30.10 ,0.17075
2361,99, 30.80 ,0.39301
2362,99, 31.50 ,0.43686
2363,99, 32.10 ,0.58401
2364,99, 32.80 ,0.62469
2365,99, 32.10 ,0.62097
2366,99, 31.50 ,0.67112
2367,99, 30.80 ,0.44223
2368,99, 30.10 ,0.33878
2369,99, 29.50 ,0.20373
2370,99, 28.80 ,0.052
2371,99, 28.80 ,0
2372,99, 28.80 ,0
2373,99, 28.80 ,0
2374,99, 28.50 ,0
2375,99, 28.10 ,0
2376,99, 27.80 ,0
2377,100, 27.00 ,0
2378,100, 26.10 ,0
2379,100, 25.30 ,0
2380,100, 24.50 ,0
2381,100, 23.60 ,0
2382,100, 22.80 ,0
2383,100, 24.00 ,0.04185
2384,100, 25.10 ,0.12664
2385,100, 26.30 ,0.35066
2386,100, 27.50 ,0.44714
2387,100, 28.60 ,0.63213
2388,100, 29.80 ,0.67022
2389,100, 31.10 ,0.51844
2390,100, 32.50 ,0.45565
2391,100, 33.80 ,0.42965
2392,100, 32.10 ,0.36207
2393,100, 30.50 ,0.22741
2394,100, 28.80 ,0.06781
2395,100, 28.60 ,0
2396,100, 28.50 ,0
2397,100, 28.30 ,0
2398,100, 28.10 ,0
2399,100, 28.00 ,0
2400,100, 27.80 ,0
2401,101, 27.90 ,0
2402,101, 28.00 ,0
2403,101, 28.10 ,0
2404,101, 28.20 ,0
2405,101, 28.40 ,0
2406,101, 28.50 ,0
2407,101, 28.60 ,0.04686
2408,101, 28.70 ,0.1575
2409,101, 28.80 ,0.32234
2410,101, 29.50 ,0.46406
2411,101, 30.10 ,0.59649
2412,101, 30.80 ,0.67762
2413,101, 30.80 ,0.68948
2414,101, 30.80 ,0.54279
2415,101, 30.80 ,0.49311
2416,101, 30.80 ,0.36267
2417,101, 30.80 ,0.18593
2418,101, 30.80 ,0.05499
2419,101, 29.80 ,0
2420,101, 28.80 ,0
2421,101, 27.80 ,0
2422,101, 27.80 ,0
2423,101, 27.80 ,0
2424,101, 27.80 ,0
2425,102, 27.10 ,0
2426,102, 26.50 ,0
2427,102, 25.80 ,0
2428,102, 25.50 ,0
2429,102, 25.10 ,0
2430,102, 24.80 ,0
2431,102, 26.50 ,0.05555
2432,102, 28.10 ,0.18542
2433,102, 29.80 ,0.36312
2434,102, 30.50 ,0.45328
2435,102, 31.10 ,0.64891
2436,102, 31.80 ,0.75806
2437,102, 31.50 ,0.70197
2438,102, 31.10 ,0.61594
2439,102, 30.80 ,0.57042
2440,102, 30.10 ,0.43441
2441,102, 29.50 ,0.20103
2442,102, 28.80 ,0.04817
2443,102, 28.80 ,0
2444,102, 28.80 ,0
2445,102, 28.80 ,0
2446,102, 28.50 ,0
2447,102, 28.10 ,0
2448,102, 27.80 ,0
2449,103, 27.80 ,0
2450,103, 27.80 ,0
2451,103, 27.80 ,0
2452,103, 27.80 ,0
2453,103, 27.80 ,0
2454,103, 27.80 ,0
2455,103, 28.50 ,0.05335
2456,103, 29.10 ,0.15578
2457,103, 29.80 ,0.34707
2458,103, 30.10 ,0.47361
2459,103, 30.50 ,0.63282
2460,103, 30.80 ,0.54086
2461,103, 30.80 ,0.65487
2462,103, 30.80 ,0.60401
2463,103, 30.80 ,0.53029
2464,103, 30.10 ,0.3713
2465,103, 29.50 ,0.17445
2466,103, 28.80 ,0.06332
2467,103, 28.50 ,0
2468,103, 28.10 ,0
2469,103, 27.80 ,0
2470,103, 27.10 ,0
2471,103, 26.50 ,0
2472,103, 25.80 ,0
2473,104, 25.50 ,0
2474,104, 25.10 ,0
2475,104, 24.80 ,0
2476,104, 24.80 ,0
2477,104, 24.80 ,0
2478,104, 24.80 ,0
2479,104, 26.50 ,0.05994
2480,104, 28.10 ,0.14163
2481,104, 29.80 ,0.39019
2482,104, 30.50 ,0.55278
2483,104, 31.10 ,0.61411
2484,104, 31.80 ,0.61759
2485,104, 31.80 ,0.70485
2486,104, 31.80 ,0.61699
2487,104, 31.80 ,0.56893
2488,104, 31.20 ,0.39414
2489,104, 30.70 ,0.20248
2490,104, 30.10 ,0.05086
2491,104, 29.60 ,0
2492,104, 29.00 ,0
2493,104, 28.50 ,0
2494,104, 27.90 ,0
2495,104, 27.40 ,0
2496,104, 26.80 ,0
2497,105, 26.60 ,0
2498,105, 26.50 ,0
2499,105, 26.30 ,0
2500,105, 26.10 ,0
2501,105, 26.00 ,0
2502,105, 25.80 ,0
2503,105, 27.50 ,0.04896
2504,105, 29.10 ,0.16688
2505,105, 30.80 ,0.36544
2506,105, 31.10 ,0.55938
2507,105, 31.50 ,0.66255
2508,105, 31.80 ,0.67123
2509,105, 31.30 ,0.74591
2510,105, 30.80 ,0.6756
2511,105, 30.30 ,0.54577
2512,105, 29.80 ,0.34293
2513,105, 29.30 ,0.19743
2514,105, 28.80 ,0.05323
2515,105, 28.80 ,0
2516,105, 28.80 ,0
2517,105, 28.80 ,0
2518,105, 28.50 ,0
2519,105, 28.10 ,0
2520,105, 27.80 ,0
2521,106, 27.50 ,0
2522,106, 27.10 ,0
2523,106, 26.80 ,0
2524,106, 26.50 ,0
2525,106, 26.10 ,0
2526,106, 25.80 ,0
2527,106, 27.10 ,0.05046
2528,106, 28.50 ,0.17015
2529,106, 29.80 ,0.34594
2530,106, 30.80 ,0.46518
2531,106, 31.80 ,0.64672
2532,106, 32.80 ,0.55483
2533,106, 32.80 ,0.6859
2534,106, 32.80 ,0.65887
2535,106, 32.80 ,0.47146
2536,106, 31.50 ,0.35564
2537,106, 30.10 ,0.22008
2538,106, 28.80 ,0.05248
2539,106, 28.80 ,0
2540,106, 28.80 ,0
2541,106, 28.80 ,0
2542,106, 28.50 ,0
2543,106, 28.10 ,0
2544,106, 27.80 ,0
2545,107, 27.50 ,0
2546,107, 27.10 ,0
2547,107, 26.80 ,0
2548,107, 26.80 ,0
2549,107, 26.80 ,0
2550,107, 26.80 ,0
2551,107, 27.80 ,0.05022
2552,107, 28.80 ,0.16435
2553,107, 29.80 ,0.34943
2554,107, 30.80 ,0.53392
2555,107, 31.80 ,0.64656
2556,107, 32.80 ,0.64875
2557,107, 32.50 ,0.69806
2558,107, 32.10 ,0.55378
2559,107, 31.80 ,0.46389
2560,107, 31.30 ,0.35733
2561,107, 30.80 ,0.16466
2562,107, 30.30 ,0.05038
2563,107, 29.80 ,0
2564,107, 29.30 ,0
2565,107, 28.80 ,0
2566,107, 28.50 ,0
2567,107, 28.10 ,0
2568,107, 27.80 ,0
2569,108, 27.50 ,0
2570,108, 27.10 ,0
2571,108, 26.80 ,0
2572,108, 26.80 ,0
2573,108, 26.80 ,0
2574,108, 26.80 ,0
2575,108, 26.10 ,0.04984
2576,108, 25.50 ,0.1619
2577,108, 24.80 ,0.26973
2578,108, 26.10 ,0.52382
2579,108, 27.50 ,0.54905
2580,108, 28.80 ,0.62006
2581,108, 29.50 ,0.43777
2582,108, 30.10 ,0.52537
2583,108, 30.80 ,0.52259
2584,108, 31.10 ,0.35069
2585,108, 31.50 ,0.15913
2586,108, 31.80 ,0.04984
2587,108, 29.50 ,0
2588,108, 27.10 ,0
2589,108, 24.80 ,0
2590,108, 24.80 ,0
2591,108, 24.80 ,0
2592,108, 24.80 ,0
2593,109, 25.20 ,0
2594,109, 25.70 ,0
2595,109, 26.10 ,0
2596,109, 26.60 ,0
2597,109, 27.00 ,0
2598,109, 27.50 ,0
2599,109, 27.90 ,0.05197
2600,109, 28.40 ,0.17541
2601,109, 28.80 ,0.35301
2602,109, 29.50 ,0.4417
2603,109, 30.10 ,0.66583
2604,109, 30.80 ,0.75828
2605,109, 30.50 ,0.72587
2606,109, 30.10 ,0.59913
2607,109, 29.80 ,0.53812
2608,109, 29.50 ,0.32349
2609,109, 29.10 ,0.18481
2610,109, 28.80 ,0.06633
2611,109, 28.50 ,0
2612,109, 28.10 ,0
2613,109, 27.80 ,0
2614,109, 27.60 ,0
2615,109, 27.50 ,0
2616,109, 27.30 ,0
2617,110, 27.20 ,0
2618,110, 27.40 ,0
2619,110, 27.70 ,0
2620,110, 27.90 ,0
2621,110, 28.10 ,0
2622,110, 28.30 ,0
2623,110, 28.60 ,0.05124
2624,110, 28.80 ,0.20279
2625,110, 29.00 ,0.38991
2626,110, 30.30 ,0.51605
2627,110, 31.70 ,0.67439
2628,110, 33.00 ,0.73148
2629,110, 32.70 ,0.71386
2630,110, 32.30 ,0.66673
2631,110, 32.00 ,0.53012
2632,110, 31.00 ,0.38454
2633,110, 30.00 ,0.1749
2634,110, 29.00 ,0.04832
2635,110, 28.80 ,0
2636,110, 28.70 ,0
2637,110, 28.50 ,0
2638,110, 28.30 ,0
2639,110, 28.20 ,0
2640,110, 28.00 ,0
2641,111, 27.70 ,0
2642,111, 27.30 ,0
2643,111, 27.00 ,0
2644,111, 26.70 ,0
2645,111, 26.30 ,0
2646,111, 26.00 ,0
2647,111, 27.20 ,0.05144
2648,111, 28.30 ,0.15761
2649,111, 29.50 ,0.3698
2650,111, 30.70 ,0.45777
2651,111, 31.80 ,0.60876
2652,111, 33.00 ,0.66417
2653,111, 32.30 ,0.70639
2654,111, 31.70 ,0.64683
2655,111, 31.00 ,0.58923
2656,111, 30.30 ,0.40126
2657,111, 29.70 ,0.18804
2658,111, 29.00 ,0.04972
2659,111, 28.30 ,0
2660,111, 28.00 ,0
2661,111, 27.70 ,0
2662,111, 27.50 ,0
2663,111, 27.20 ,0
2664,111, 26.90 ,0
2665,112, 26.80 ,0
2666,112, 26.70 ,0
2667,112, 26.60 ,0
2668,112, 26.50 ,0
2669,112, 26.10 ,0
2670,112, 25.80 ,0
2671,112, 25.80 ,0.0446
2672,112, 25.80 ,0.17207
2673,112, 25.80 ,0.28505
2674,112, 26.10 ,0.3969
2675,112, 26.50 ,0.27891
2676,112, 26.80 ,0.4083
2677,112, 27.10 ,0.53416
2678,112, 27.50 ,0.35111
2679,112, 27.80 ,0.54231
2680,112, 28.10 ,0.26776
2681,112, 28.50 ,0.11425
2682,112, 28.80 ,0.04953
2683,112, 28.50 ,0
2684,112, 28.10 ,0
2685,112, 27.80 ,0
2686,112, 27.50 ,0
2687,112, 27.10 ,0
2688,112, 26.80 ,0
2689,113, 26.50 ,0
2690,113, 26.10 ,0
2691,113, 25.80 ,0
2692,113, 26.10 ,0
2693,113, 26.50 ,0
2694,113, 26.80 ,0
2695,113, 28.10 ,0.05264
2696,113, 29.50 ,0.19347
2697,113, 30.80 ,0.32648
2698,113, 31.10 ,0.46866
2699,113, 31.50 ,0.5625
2700,113, 31.80 ,0.69362
2701,113, 31.50 ,0.66169
2702,113, 31.10 ,0.55726
2703,113, 30.80 ,0.5614
2704,113, 30.10 ,0.34987
2705,113, 29.50 ,0.17726
2706,113, 28.80 ,0.04987
2707,113, 28.60 ,0
2708,113, 28.50 ,0
2709,113, 28.30 ,0
2710,113, 28.10 ,0
2711,113, 28.00 ,0
2712,113, 27.80 ,0
2713,114, 27.50 ,0
2714,114, 27.10 ,0
2715,114, 26.80 ,0
2716,114, 26.50 ,0
2717,114, 26.10 ,0
2718,114, 25.80 ,0
2719,114, 26.80 ,0.05307
2720,114, 27.80 ,0.18321
2721,114, 28.80 ,0.39067
2722,114, 29.80 ,0.54376
2723,114, 30.80 ,0.67262
2724,114, 31.80 ,0.64992
2725,114, 31.80 ,0.59776
2726,114, 31.80 ,0.60642
2727,114, 31.80 ,0.48095
2728,114, 31.10 ,0.25832
2729,114, 30.50 ,0.18344
2730,114, 29.80 ,0.05009
2731,114, 29.50 ,0
2732,114, 29.10 ,0
2733,114, 28.80 ,0
2734,114, 28.80 ,0
2735,114, 28.80 ,0
2736,114, 28.80 ,0
2737,115, 28.90 ,0
2738,115, 29.00 ,0
2739,115, 29.10 ,0
2740,115, 29.20 ,0
2741,115, 29.40 ,0
2742,115, 29.50 ,0
2743,115, 29.60 ,0.05312
2744,115, 29.70 ,0.15324
2745,115, 29.80 ,0.31216
2746,115, 30.50 ,0.4675
2747,115, 31.10 ,0.55247
2748,115, 31.80 ,0.69741
2749,115, 31.80 ,0.63141
2750,115, 31.80 ,0.47181
2751,115, 31.80 ,0.43234
2752,115, 30.80 ,0.30206
2753,115, 29.80 ,0.15357
2754,115, 28.80 ,0.04888
2755,115, 28.80 ,0
2756,115, 28.80 ,0
2757,115, 28.80 ,0
2758,115, 28.10 ,0
2759,115, 27.50 ,0
2760,115, 26.80 ,0
2761,116, 26.50 ,0
2762,116, 26.10 ,0
2763,116, 25.80 ,0
2764,116, 25.50 ,0
2765,116, 25.10 ,0
2766,116, 24.80 ,0
2767,116, 26.10 ,0.05249
2768,116, 27.50 ,0.20053
2769,116, 28.80 ,0.39361
2770,116, 30.10 ,0.55853
2771,116, 31.50 ,0.64724
2772,116, 32.80 ,0.7445
2773,116, 32.10 ,0.72448
2774,116, 31.50 ,0.61306
2775,116, 30.80 ,0.54443
2776,116, 30.50 ,0.39876
2777,116, 30.10 ,0.20146
2778,116, 29.80 ,0.04789
2779,116, 29.50 ,0
2780,116, 29.10 ,0
2781,116, 28.80 ,0
2782,116, 28.50 ,0
2783,116, 28.10 ,0
2784,116, 27.80 ,0
2785,117, 27.80 ,0
2786,117, 27.80 ,0
2787,117, 27.80 ,0
2788,117, 27.50 ,0
2789,117, 27.10 ,0
2790,117, 26.80 ,0.00089
2791,117, 27.80 ,0.06331
2792,117, 28.80 ,0.15147
2793,117, 29.80 ,0.29572
2794,117, 30.50 ,0.377
2795,117, 31.10 ,0.50214
2796,117, 31.80 ,0.63243
2797,117, 31.80 ,0.59074
2798,117, 31.80 ,0.5558
2799,117, 31.80 ,0.54099
2800,117, 28.80 ,0.24388
2801,117, 25.80 ,0.12872
2802,117, 22.80 ,0.06323
2803,117, 23.10 ,0
2804,117, 23.50 ,0
2805,117, 23.80 ,0
2806,117, 23.60 ,0
2807,117, 23.50 ,0
2808,117, 23.30 ,0
2809,118, 23.10 ,0
2810,118, 23.00 ,0
2811,118, 22.80 ,0
2812,118, 23.70 ,0
2813,118, 24.60 ,0
2814,118, 25.50 ,0.0009
2815,118, 26.40 ,0.05713
2816,118, 27.20 ,0.17996
2817,118, 28.10 ,0.33424
2818,118, 29.00 ,0.42446
2819,118, 29.90 ,0.56928
2820,118, 30.80 ,0.49908
2821,118, 30.80 ,0.46465
2822,118, 30.80 ,0.60666
2823,118, 30.80 ,0.45456
2824,118, 30.10 ,0.23314
2825,118, 29.50 ,0.13828
2826,118, 28.80 ,0.05296
2827,118, 28.50 ,0
2828,118, 28.10 ,0
2829,118, 27.80 ,0
2830,118, 27.50 ,0
2831,118, 27.10 ,0
2832,118, 26.80 ,0
2833,119, 26.50 ,0
2834,119, 26.10 ,0
2835,119, 25.80 ,0
2836,119, 25.50 ,0
2837,119, 25.10 ,0
2838,119, 24.80 ,0.00091
2839,119, 25.60 ,0.05442
2840,119, 26.40 ,0.17286
2841,119, 27.10 ,0.3427
2842,119, 27.90 ,0.43703
2843,119, 28.70 ,0.64255
2844,119, 29.50 ,0.51747
2845,119, 30.20 ,0.65922
2846,119, 31.00 ,0.47307
2847,119, 31.80 ,0.45721
2848,119, 30.80 ,0.37655
2849,119, 29.80 ,0.16071
2850,119, 28.80 ,0.04725
2851,119, 28.80 ,0
2852,119, 28.80 ,0
2853,119, 28.80 ,0
2854,119, 27.10 ,0
2855,119, 25.50 ,0
2856,119, 23.80 ,0
2857,120, 23.80 ,0
2858,120, 23.80 ,0
2859,120, 23.80 ,0
2860,120, 23.80 ,0
2861,120, 23.80 ,0
2862,120, 23.80 ,0.00091
2863,120, 24.80 ,0.05439
2864,120, 25.80 ,0.16403
2865,120, 26.80 ,0.31761
2866,120, 27.80 ,0.40885
2867,120, 28.80 ,0.43129
2868,120, 29.80 ,0.49454
2869,120, 29.50 ,0.48976
2870,120, 29.10 ,0.60244
2871,120, 28.80 ,0.45894
2872,120, 28.80 ,0.26988
2873,120, 28.80 ,0.15777
2874,120, 28.80 ,0.04803
2875,120, 28.10 ,0
2876,120, 27.50 ,0
2877,120, 26.80 ,0
2878,120, 26.70 ,0
2879,120, 26.60 ,0
2880,120, 26.50 ,0
2881,121, 26.30 ,0
2882,121, 26.20 ,0
2883,121, 26.10 ,0
2884,121, 26.00 ,0
2885,121, 24.80 ,0
2886,121, 23.60 ,0.00091
2887,121, 25.40 ,0.05909
2888,121, 27.20 ,0.20575
2889,121, 29.00 ,0.31659
2890,121, 30.80 ,0.50416
2891,121, 32.70 ,0.54856
2892,121, 34.50 ,0.63702
2893,121, 33.90 ,0.66894
2894,121, 33.20 ,0.63988
2895,121, 32.60 ,0.50478
2896,121, 32.00 ,0.32914
2897,121, 31.00 ,0.18272
2898,121, 30.20 ,0.0484
2899,121, 29.50 ,0
2900,121, 28.70 ,0
2901,121, 28.00 ,0
2902,121, 28.00 ,0
2903,121, 28.20 ,0
2904,121, 28.50 ,0
2905,122, 28.30 ,0
2906,122, 28.20 ,0
2907,122, 28.00 ,0
2908,122, 28.30 ,0
2909,122, 28.70 ,0
2910,122, 29.00 ,0.00088
2911,122, 29.30 ,0.05476
2912,122, 29.70 ,0.20517
2913,122, 30.00 ,0.38946
2914,122, 30.40 ,0.52421
2915,122, 30.80 ,0.64719
2916,122, 31.20 ,0.58703
2917,122, 31.60 ,0.51245
2918,122, 32.00 ,0.62551
2919,122, 32.40 ,0.41319
2920,122, 31.40 ,0.35055
2921,122, 30.50 ,0.1446
2922,122, 29.50 ,0.04159
2923,122, 29.30 ,0
2924,122, 29.20 ,0
2925,122, 29.00 ,0
2926,122, 29.00 ,0
2927,122, 29.00 ,0
2928,122, 28.70 ,0
2929,123, 28.30 ,0
2930,123, 28.00 ,0
2931,123, 27.60 ,0
2932,123, 27.20 ,0
2933,123, 27.00 ,0
2934,123, 26.80 ,0.0009
2935,123, 28.10 ,0.06033
2936,123, 29.40 ,0.23408
2937,123, 30.70 ,0.33632
2938,123, 32.00 ,0.53355
2939,123, 34.00 ,0.69226
2940,123, 33.00 ,0.74127
2941,123, 34.00 ,0.72007
2942,123, 34.00 ,0.5582
2943,123, 33.00 ,0.56723
2944,123, 32.00 ,0.31721
2945,123, 31.00 ,0.16059
2946,123, 30.00 ,0.04281
2947,123, 28.20 ,0
2948,123, 26.50 ,0
2949,123, 24.70 ,0
2950,123, 23.00 ,0
2951,123, 23.10 ,0
2952,123, 23.20 ,0
2953,124, 23.40 ,0
2954,124, 23.50 ,0
2955,124, 23.60 ,0
2956,124, 23.70 ,0
2957,124, 23.90 ,0
2958,124, 24.00 ,0.00091
2959,124, 25.00 ,0.05357
2960,124, 26.00 ,0.14181
2961,124, 27.70 ,0.3764
2962,124, 29.30 ,0.55746
2963,124, 31.00 ,0.63749
2964,124, 31.40 ,0.59532
2965,124, 32.00 ,0.68061
2966,124, 32.20 ,0.56574
2967,124, 32.50 ,0.45636
2968,124, 31.00 ,0.40718
2969,124, 30.70 ,0.1734
2970,124, 30.30 ,0.04572
2971,124, 30.00 ,0
2972,124, 29.70 ,0
2973,124, 29.30 ,0
2974,124, 28.80 ,0
2975,124, 28.30 ,0
2976,124, 27.80 ,0
2977,125, 27.30 ,0
2978,125, 27.00 ,0
2979,125, 26.70 ,0
2980,125, 26.40 ,0
2981,125, 26.00 ,0
2982,125, 25.70 ,0.0009
2983,125, 26.80 ,0.05157
2984,125, 28.00 ,0.19898
2985,125, 30.00 ,0.42996
2986,125, 31.20 ,0.49743
2987,125, 32.30 ,0.6922
2988,125, 33.50 ,0.71653
2989,125, 33.20 ,0.68795
2990,125, 32.80 ,0.63991
2991,125, 32.50 ,0.5693
2992,125, 31.30 ,0.35501
2993,125, 30.20 ,0.1566
2994,125, 29.00 ,0.0429
2995,125, 29.00 ,0
2996,125, 29.00 ,0
2997,125, 28.80 ,0
2998,125, 29.00 ,0
2999,125, 29.00 ,0
3000,125, 28.50 ,0
3001,126, 28.00 ,0
3002,126, 27.50 ,0
3003,126, 27.00 ,0
3004,126, 27.00 ,0
3005,126, 27.00 ,0
3006,126, 26.70 ,0.0009
3007,126, 27.30 ,0.05539
3008,126, 28.00 ,0.15757
3009,126, 29.80 ,0.31951
3010,126, 30.90 ,0.42903
3011,126, 31.90 ,0.62839
3012,126, 33.00 ,0.61241
3013,126, 32.50 ,0.70094
3014,126, 32.00 ,0.63172
3015,126, 32.00 ,0.50592
3016,126, 31.20 ,0.32136
3017,126, 30.30 ,0.17587
3018,126, 29.50 ,0.05259
3019,126, 29.00 ,0
3020,126, 29.00 ,0
3021,126, 29.00 ,0
3022,126, 29.00 ,0
3023,126, 28.90 ,0
3024,126, 28.80 ,0
3025,127, 28.00 ,0
3026,127, 27.30 ,0
3027,127, 26.50 ,0
3028,127, 25.70 ,0
3029,127, 25.30 ,0
3030,127, 25.00 ,0.0009
3031,127, 26.00 ,0.05779
3032,127, 27.00 ,0.17306
3033,127, 29.00 ,0.31639
3034,127, 31.50 ,0.47468
3035,127, 31.00 ,0.64541
3036,127, 31.50 ,0.63524
3037,127, 32.00 ,0.5951
3038,127, 31.50 ,0.52413
3039,127, 31.00 ,0.47224
3040,127, 30.00 ,0.36078
3041,127, 29.00 ,0.15396
3042,127, 28.20 ,0.04731
3043,127, 28.00 ,0
3044,127, 28.00 ,0
3045,127, 28.20 ,0
3046,127, 27.60 ,0
3047,127, 27.10 ,0
3048,127, 26.50 ,0
3049,128, 26.00 ,0
3050,128, 25.80 ,0
3051,128, 25.60 ,0
3052,128, 25.40 ,0
3053,128, 25.20 ,0
3054,128, 25.00 ,0.0009
3055,128, 26.60 ,0.05705
3056,128, 28.20 ,0.17986
3057,128, 29.80 ,0.3495
3058,128, 31.40 ,0.42115
3059,128, 33.00 ,0.52972
3060,128, 32.80 ,0.59196
3061,128, 33.00 ,0.64566
3062,128, 32.00 ,0.50599
3063,128, 32.00 ,0.47299
3064,128, 31.00 ,0.31537
3065,128, 29.70 ,0.16638
3066,128, 28.50 ,0.0583
3067,128, 28.30 ,0
3068,128, 28.20 ,0
3069,128, 28.00 ,0
3070,128, 27.70 ,0
3071,128, 27.40 ,0
3072,128, 27.00 ,0
3073,129, 26.70 ,0
3074,129, 26.00 ,0
3075,129, 25.70 ,0
3076,129, 25.50 ,0
3077,129, 25.20 ,0
3078,129, 25.00 ,0.0009
3079,129, 26.30 ,0.0593
3080,129, 27.70 ,0.21912
3081,129, 29.00 ,0.35765
3082,129, 30.60 ,0.49059
3083,129, 32.30 ,0.57185
3084,129, 33.90 ,0.62706
3085,129, 33.00 ,0.69489
3086,129, 32.20 ,0.53854
3087,129, 31.30 ,0.30274
3088,129, 30.50 ,0.3457
3089,129, 29.60 ,0.12022
3090,129, 28.80 ,0.04317
3091,129, 28.50 ,0
3092,129, 28.20 ,0
3093,129, 27.90 ,0
3094,129, 27.60 ,0
3095,129, 27.30 ,0
3096,129, 27.00 ,0
3097,130, 26.70 ,0
3098,130, 26.50 ,0
3099,130, 26.20 ,0
3100,130, 26.00 ,0
3101,130, 25.80 ,0
3102,130, 25.70 ,0.0009
3103,130, 25.40 ,0.03293
3104,130, 25.20 ,0.08015
3105,130, 24.90 ,0.29936
3106,130, 24.70 ,0.29997
3107,130, 24.40 ,0.26036
3108,130, 24.20 ,0.48102
3109,130, 25.60 ,0.41766
3110,130, 27.00 ,0.47021
3111,130, 28.00 ,0.51155
3112,130, 28.00 ,0.29621
3113,130, 27.90 ,0.17121
3114,130, 27.80 ,0.04784
3115,130, 27.40 ,0
3116,130, 27.00 ,0
3117,130, 27.00 ,0
3118,130, 27.00 ,0
3119,130, 26.00 ,0
3120,130, 25.70 ,0
3121,131, 25.50 ,0
3122,131, 25.20 ,0
3123,131, 25.00 ,0
3124,131, 24.90 ,0
3125,131, 24.80 ,0
3126,131, 24.70 ,0.00091
3127,131, 26.30 ,0.07174
3128,131, 27.90 ,0.17201
3129,131, 29.50 ,0.2081
3130,131, 30.20 ,0.46654
3131,131, 30.80 ,0.57226
3132,131, 31.50 ,0.46625
3133,131, 29.50 ,0.66355
3134,131, 27.50 ,0.40791
3135,131, 25.50 ,0.38705
3136,131, 26.00 ,0.30942
3137,131, 26.50 ,0.09335
3138,131, 27.00 ,0.03855
3139,131, 27.50 ,0
3140,131, 27.40 ,0
3141,131, 27.40 ,0
3142,131, 27.30 ,0
3143,131, 27.30 ,0
3144,131, 27.20 ,0
3145,132, 27.20 ,0
3146,132, 27.10 ,0
3147,132, 27.10 ,0
3148,132, 27.00 ,0
3149,132, 27.10 ,0
3150,132, 27.20 ,0.00089
3151,132, 27.30 ,0.04498
3152,132, 27.40 ,0.17961
3153,132, 27.50 ,0.38878
3154,132, 28.60 ,0.47234
3155,132, 29.70 ,0.30764
3156,132, 30.80 ,0.51638
