hour,day,temp,PV_kW
4500,188, 25.00 ,0.48182
4501,188, 25.00 ,0.65217
4502,188, 25.00 ,0.45408
4503,188, 25.00 ,0.42081
4504,188, 25.00 ,0.26744
4505,188, 24.00 ,0.19962
4506,188, 24.20 ,0.05611
4507,188, 24.10 ,0.00181
4508,188, 24.00 ,0
4509,188, 23.90 ,0
4510,188, 23.80 ,0
4511,188, 23.60 ,0
4512,188, 23.50 ,0
4513,189, 23.40 ,0
4514,189, 23.40 ,0
4515,189, 23.30 ,0
4516,189, 23.20 ,0
4517,189, 23.20 ,0
4518,189, 23.10 ,0
4519,189, 24.00 ,0.03408
4520,189, 24.00 ,0.14544
4521,189, 24.30 ,0.35006
4522,189, 25.00 ,0.49843
4523,189, 26.00 ,0.4176
4524,189, 26.00 ,0.43764
4525,189, 26.00 ,0.53149
4526,189, 26.00 ,0.44311
4527,189, 25.50 ,0.22591
4528,189, 25.00 ,0.31502
4529,189, 24.00 ,0.14081
4530,189, 24.00 ,0.03939
4531,189, 24.00 ,0.00181
4532,189, 24.00 ,0
4533,189, 24.00 ,0
4534,189, 24.00 ,0
4535,189, 24.00 ,0
4536,189, 24.00 ,0
4537,190, 23.70 ,0
4538,190, 23.30 ,0
4539,190, 23.00 ,0
4540,190, 23.00 ,0
4541,190, 23.00 ,0
4542,190, 23.50 ,0
4543,190, 24.20 ,0.03544
4544,190, 25.00 ,0.12632
4545,190, 25.00 ,0.32755
4546,190, 25.50 ,0.37824
4547,190, 26.00 ,0.54694
4548,190, 25.00 ,0.64632
4549,190, 26.00 ,0.46916
4550,190, 27.00 ,0.28537
4551,190, 26.00 ,0.48652
4552,190, 26.00 ,0.31052
4553,190, 25.00 ,0.17809
4554,190, 25.00 ,0.04827
4555,190, 25.00 ,0.0018
4556,190, 25.00 ,0
4557,190, 25.00 ,0
4558,190, 25.00 ,0
4559,190, 24.60 ,0
4560,190, 24.30 ,0
4561,191, 24.00 ,0
4562,191, 24.00 ,0
4563,191, 24.00 ,0
4564,191, 24.00 ,0
4565,191, 24.00 ,0
4566,191, 24.00 ,0
4567,191, 24.00 ,0.04376
4568,191, 25.00 ,0.13119
4569,191, 25.50 ,0.30428
4570,191, 26.00 ,0.44227
4571,191, 27.00 ,0.53035
4572,191, 26.50 ,0.55327
4573,191, 27.00 ,0.55053
4574,191, 26.50 ,0.62051
4575,191, 26.00 ,0.377
4576,191, 26.00 ,0.28972
4577,191, 26.00 ,0.22092
4578,191, 25.00 ,0.05902
4579,191, 25.00 ,0.0018
4580,191, 24.50 ,0
4581,191, 24.00 ,0
4582,191, 24.00 ,0
4583,191, 24.00 ,0
4584,191, 24.00 ,0
4585,192, 24.00 ,0
4586,192, 24.00 ,0
4587,192, 24.00 ,0
4588,192, 24.00 ,0
4589,192, 24.00 ,0
4590,192, 23.00 ,0
4591,192, 24.00 ,0.03039
4592,192, 25.00 ,0.13061
4593,192, 26.00 ,0.17603
4594,192, 27.00 ,0.45024
4595,192, 28.00 ,0.44009
4596,192, 28.00 ,0.62628
4597,192, 28.00 ,0.6288
4598,192, 27.00 ,0.57087
4599,192, 27.20 ,0.3469
4600,192, 27.00 ,0.36914
4601,192, 26.00 ,0.13113
4602,192, 25.30 ,0.05974
4603,192, 24.70 ,0.0018
4604,192, 24.00 ,0
4605,192, 24.00 ,0
4606,192, 24.00 ,0
4607,192, 24.00 ,0
4608,192, 23.80 ,0
4609,193, 23.70 ,0
4610,193, 23.60 ,0
4611,193, 23.50 ,0
4612,193, 23.40 ,0
4613,193, 23.30 ,0
4614,193, 23.20 ,0
4615,193, 24.00 ,0.05108
4616,193, 24.60 ,0.10756
4617,193, 25.10 ,0.18151
4618,193, 25.70 ,0.41063
4619,193, 26.30 ,0.54367
4620,193, 26.90 ,0.45687
4621,193, 27.40 ,0.64677
4622,193, 28.00 ,0.59913
4623,193, 27.20 ,0.45578
4624,193, 27.00 ,0.35438
4625,193, 26.00 ,0.1377
4626,193, 25.40 ,0.0539
4627,193, 25.10 ,0.0018
4628,193, 24.70 ,0
4629,193, 24.40 ,0
4630,193, 24.60 ,0
4631,193, 24.80 ,0
4632,193, 24.90 ,0
4633,194, 25.10 ,0
4634,194, 24.90 ,0
4635,194, 24.70 ,0
4636,194, 24.50 ,0
4637,194, 24.30 ,0
4638,194, 24.10 ,0
4639,194, 24.90 ,0.04114
4640,194, 25.80 ,0.1231
4641,194, 26.60 ,0.20667
4642,194, 27.50 ,0.25516
4643,194, 28.30 ,0.56835
4644,194, 29.20 ,0.58768
4645,194, 29.00 ,0.57963
4646,194, 28.90 ,0.58966
4647,194, 28.70 ,0.41064
4648,194, 27.90 ,0.26792
4649,194, 27.10 ,0.15758
4650,194, 26.30 ,0.05567
4651,194, 26.10 ,0.00179
4652,194, 25.90 ,0
4653,194, 25.70 ,0
4654,194, 25.80 ,0
4655,194, 25.80 ,0
4656,194, 25.90 ,0
4657,195, 26.00 ,0
4658,195, 25.80 ,0
4659,195, 25.60 ,0
4660,195, 25.40 ,0
4661,195, 25.20 ,0
4662,195, 25.00 ,0
4663,195, 25.50 ,0.03438
4664,195, 26.00 ,0.1682
4665,195, 26.70 ,0.34627
4666,195, 27.50 ,0.36219
4667,195, 28.20 ,0.4267
4668,195, 29.00 ,0.69986
4669,195, 29.00 ,0.55339
4670,195, 29.00 ,0.65531
4671,195, 28.00 ,0.51986
4672,195, 27.60 ,0.38523
4673,195, 27.20 ,0.16524
4674,195, 26.90 ,0.07467
4675,195, 26.50 ,0.00179
4676,195, 26.10 ,0
4677,195, 25.70 ,0
4678,195, 25.40 ,0
4679,195, 25.00 ,0
4680,195, 25.10 ,0
4681,196, 25.20 ,0
4682,196, 25.30 ,0
4683,196, 25.40 ,0
4684,196, 25.60 ,0
4685,196, 25.70 ,0
4686,196, 25.80 ,0
4687,196, 25.90 ,0.03855
4688,196, 26.00 ,0.12134
4689,196, 26.30 ,0.30905
4690,196, 26.70 ,0.36688
4691,196, 27.00 ,0.63173
4692,196, 27.30 ,0.35725
4693,196, 27.70 ,0.50204
4694,196, 28.00 ,0.4684
4695,196, 27.50 ,0.47587
4696,196, 27.00 ,0.21018
4697,196, 26.50 ,0.14825
4698,196, 26.00 ,0.0558
4699,196, 26.00 ,0.00179
4700,196, 26.00 ,0
4701,196, 25.70 ,0
4702,196, 25.40 ,0
4703,196, 25.10 ,0
4704,196, 24.80 ,0
4705,197, 24.80 ,0
4706,197, 24.80 ,0
4707,197, 24.80 ,0
4708,197, 24.80 ,0
4709,197, 24.60 ,0
4710,197, 24.50 ,0
4711,197, 25.10 ,0.03926
4712,197, 25.70 ,0.16294
4713,197, 26.30 ,0.2361
4714,197, 26.90 ,0.34479
4715,197, 27.50 ,0.43725
4716,197, 28.10 ,0.57088
4717,197, 27.90 ,0.53702
4718,197, 27.60 ,0.58461
4719,197, 27.40 ,0.3823
4720,197, 27.20 ,0.25736
4721,197, 26.90 ,0.17704
4722,197, 26.70 ,0.04795
4723,197, 26.50 ,0.00179
4724,197, 26.20 ,0
4725,197, 26.00 ,0
4726,197, 25.80 ,0
4727,197, 25.50 ,0
4728,197, 25.30 ,0
4729,198, 25.10 ,0
4730,198, 24.90 ,0
4731,198, 24.70 ,0
4732,198, 24.60 ,0
4733,198, 24.40 ,0
4734,198, 24.30 ,0
4735,198, 24.80 ,0.03619
4736,198, 25.20 ,0.15312
4737,198, 25.70 ,0.34999
4738,198, 26.50 ,0.45331
4739,198, 27.40 ,0.57007
4740,198, 28.20 ,0.57938
4741,198, 28.40 ,0.51098
4742,198, 28.50 ,0.61059
4743,198, 28.70 ,0.56938
4744,198, 27.90 ,0.29585
4745,198, 27.00 ,0.18898
4746,198, 26.20 ,0.05155
4747,198, 26.00 ,0.00179
4748,198, 25.80 ,0
4749,198, 25.50 ,0
4750,198, 25.40 ,0
4751,198, 25.20 ,0
4752,198, 25.10 ,0
4753,199, 25.00 ,0
4754,199, 25.00 ,0
4755,199, 24.70 ,0
4756,199, 24.30 ,0
4757,199, 24.00 ,0
4758,199, 24.00 ,0
4759,199, 24.00 ,0.04962
4760,199, 25.00 ,0.13321
4761,199, 26.00 ,0.26906
4762,199, 27.00 ,0.33995
4763,199, 27.00 ,0.56766
4764,199, 27.00 ,0.57788
4765,199, 27.00 ,0.52102
4766,199, 27.00 ,0.52901
4767,199, 27.00 ,0.55134
4768,199, 27.00 ,0.29026
4769,199, 27.00 ,0.18244
4770,199, 26.30 ,0.04976
4771,199, 25.70 ,0.00179
4772,199, 25.00 ,0
4773,199, 25.00 ,0
4774,199, 24.80 ,0
4775,199, 24.70 ,0
4776,199, 24.50 ,0
4777,200, 24.40 ,0
4778,200, 24.30 ,0
4779,200, 24.10 ,0
4780,200, 24.00 ,0
4781,200, 24.00 ,0
4782,200, 23.90 ,0
4783,200, 24.00 ,0.03622
4784,200, 25.00 ,0.09082
4785,200, 26.00 ,0.29587
4786,200, 26.50 ,0.31728
4787,200, 27.00 ,0.52559
4788,200, 27.70 ,0.47475
4789,200, 27.80 ,0.55846
4790,200, 27.90 ,0.41322
4791,200, 28.00 ,0.38342
4792,200, 27.20 ,0.30833
4793,200, 26.40 ,0.11262
4794,200, 25.60 ,0.05003
4795,200, 24.80 ,0.0018
4796,200, 24.00 ,0
4797,200, 24.00 ,0
4798,200, 24.10 ,0
4799,200, 24.30 ,0
4800,200, 24.40 ,0
4801,201, 24.50 ,0
4802,201, 24.00 ,0
4803,201, 24.00 ,0
4804,201, 24.00 ,0
4805,201, 24.00 ,0
4806,201, 24.00 ,0
4807,201, 24.00 ,0.0339
4808,201, 24.50 ,0.07435
4809,201, 25.00 ,0.31407
4810,201, 25.50 ,0.27577
4811,201, 26.00 ,0.60755
4812,201, 26.50 ,0.57901
4813,201, 27.00 ,0.55274
4814,201, 28.00 ,0.47741
4815,201, 27.00 ,0.45466
4816,201, 27.00 ,0.37959
4817,201, 27.00 ,0.13377
4818,201, 26.30 ,0.04453
4819,201, 25.70 ,0.00179
4820,201, 25.00 ,0
4821,201, 25.00 ,0
4822,201, 25.00 ,0
4823,201, 24.80 ,0
4824,201, 24.60 ,0
4825,202, 24.40 ,0
4826,202, 24.20 ,0
4827,202, 24.00 ,0
4828,202, 24.00 ,0
4829,202, 24.00 ,0
4830,202, 24.00 ,0
4831,202, 24.00 ,0.03639
4832,202, 24.00 ,0.12387
4833,202, 24.00 ,0.30147
4834,202, 24.00 ,0.27432
4835,202, 25.00 ,0.56628
4836,202, 25.50 ,0.50458
4837,202, 25.30 ,0.44012
4838,202, 25.20 ,0.57695
4839,202, 25.00 ,0.41429
4840,202, 24.50 ,0.397
4841,202, 24.00 ,0.11533
4842,202, 23.50 ,0.04378
4843,202, 24.00 ,0.00272
4844,202, 24.00 ,0
4845,202, 24.00 ,0
4846,202, 24.00 ,0
4847,202, 24.00 ,0
4848,202, 24.00 ,0
4849,203, 24.00 ,0
4850,203, 23.90 ,0
4851,203, 23.90 ,0
4852,203, 23.90 ,0
4853,203, 23.80 ,0
4854,203, 23.70 ,0
4855,203, 24.40 ,0.0344
4856,203, 25.00 ,0.13238
4857,203, 25.70 ,0.27591
4858,203, 26.00 ,0.22793
4859,203, 26.20 ,0.36354
4860,203, 26.50 ,0.47037
4861,203, 26.60 ,0.6499
4862,203, 26.60 ,0.45599
4863,203, 26.70 ,0.23945
4864,203, 26.20 ,0.27664
4865,203, 25.70 ,0.19081
4866,203, 25.20 ,0.08113
4867,203, 25.00 ,0.0018
4868,203, 24.90 ,0
4869,203, 24.70 ,0
4870,203, 24.60 ,0
4871,203, 24.40 ,0
4872,203, 24.30 ,0
4873,204, 24.20 ,0
4874,204, 24.10 ,0
4875,204, 24.10 ,0
4876,204, 24.10 ,0
4877,204, 24.10 ,0
4878,204, 24.00 ,0
4879,204, 24.00 ,0.0396
4880,204, 25.00 ,0.13808
4881,204, 26.00 ,0.21662
4882,204, 27.00 ,0.39277
4883,204, 26.00 ,0.55396
4884,204, 26.00 ,0.48867
4885,204, 26.00 ,0.5934
4886,204, 26.00 ,0.48131
4887,204, 26.00 ,0.3291
4888,204, 26.00 ,0.248
4889,204, 26.00 ,0.13445
4890,204, 25.70 ,0.08115
4891,204, 25.30 ,0.0018
4892,204, 25.00 ,0
4893,204, 25.00 ,0
4894,204, 25.00 ,0
4895,204, 25.00 ,0
4896,204, 24.50 ,0
4897,205, 24.10 ,0
4898,205, 23.70 ,0
4899,205, 23.40 ,0
4900,205, 23.00 ,0
4901,205, 23.40 ,0
4902,205, 23.70 ,0
4903,205, 24.40 ,0.02982
4904,205, 25.00 ,0.10536
4905,205, 25.70 ,0.2078
4906,205, 25.90 ,0.40827
4907,205, 26.00 ,0.52319
4908,205, 26.20 ,0.43028
4909,205, 26.40 ,0.492
4910,205, 26.50 ,0.57882
4911,205, 26.70 ,0.28215
4912,205, 26.20 ,0.30349
4913,205, 25.70 ,0.13543
4914,205, 25.20 ,0.05703
4915,205, 24.70 ,0.00361
4916,205, 24.20 ,0
4917,205, 23.70 ,0
4918,205, 23.60 ,0
4919,205, 23.60 ,0
4920,205, 23.50 ,0
4921,206, 23.20 ,0
4922,206, 23.00 ,0
4923,206, 22.70 ,0
4924,206, 22.80 ,0
4925,206, 23.00 ,0
4926,206, 23.10 ,0
4927,206, 23.80 ,0.04067
4928,206, 24.40 ,0.14328
4929,206, 25.10 ,0.36568
4930,206, 25.80 ,0.47498
4931,206, 26.40 ,0.46071
4932,206, 27.10 ,0.66985
4933,206, 27.00 ,0.67521
4934,206, 26.80 ,0.62325
4935,206, 26.70 ,0.59265
4936,206, 26.20 ,0.37436
4937,206, 25.60 ,0.21343
4938,206, 25.10 ,0.06631
4939,206, 24.60 ,0.0018
4940,206, 24.20 ,0
4941,206, 23.70 ,0
4942,206, 23.30 ,0
4943,206, 22.80 ,0
4944,206, 22.40 ,0
4945,207, 22.00 ,0
4946,207, 22.00 ,0
4947,207, 22.00 ,0
4948,207, 22.00 ,0
4949,207, 22.00 ,0
4950,207, 21.00 ,0
4951,207, 22.00 ,0.0483
4952,207, 23.00 ,0.15476
4953,207, 24.30 ,0.33386
4954,207, 25.70 ,0.30784
4955,207, 27.00 ,0.45634
4956,207, 26.60 ,0.4804
4957,207, 26.20 ,0.34101
4958,207, 25.90 ,0.42115
4959,207, 25.50 ,0.48571
4960,207, 25.10 ,0.37937
4961,207, 24.70 ,0.15953
4962,207, 24.40 ,0.04588
4963,207, 24.00 ,0.00362
4964,207, 24.00 ,0
4965,207, 24.00 ,0
4966,207, 24.00 ,0
4967,207, 24.00 ,0
4968,207, 23.40 ,0
4969,208, 23.40 ,0
4970,208, 23.50 ,0
4971,208, 23.50 ,0
4972,208, 23.50 ,0
4973,208, 23.50 ,0
4974,208, 23.50 ,0
4975,208, 23.80 ,0.04037
4976,208, 24.20 ,0.12758
4977,208, 24.50 ,0.25772
4978,208, 25.00 ,0.42817
4979,208, 25.30 ,0.31225
4980,208, 25.60 ,0.54633
4981,208, 25.70 ,0.4517
4982,208, 25.90 ,0.51079
4983,208, 26.00 ,0.37357
4984,208, 25.30 ,0.28792
4985,208, 24.70 ,0.16871
4986,208, 24.00 ,0.0604
4987,208, 24.00 ,0.00362
4988,208, 24.00 ,0
4989,208, 24.00 ,0
4990,208, 23.80 ,0
4991,208, 23.50 ,0
4992,208, 23.30 ,0
4993,209, 23.00 ,0
4994,209, 23.00 ,0
4995,209, 23.00 ,0
4996,209, 23.00 ,0
4997,209, 23.00 ,0
4998,209, 23.00 ,0
4999,209, 23.00 ,0.03827
5000,209, 23.90 ,0.11492
5001,209, 24.70 ,0.23173
5002,209, 25.60 ,0.48736
5003,209, 26.40 ,0.37222
5004,209, 27.30 ,0.58958
5005,209, 28.10 ,0.57401
5006,209, 29.00 ,0.50749
5007,209, 27.50 ,0.43732
5008,209, 26.00 ,0.27036
5009,209, 25.50 ,0.1221
5010,209, 25.00 ,0.05455
5011,209, 25.00 ,0.0018
5012,209, 25.00 ,0
5013,209, 25.00 ,0
5014,209, 24.50 ,0
5015,209, 24.00 ,0
5016,209, 24.00 ,0
5017,210, 23.80 ,0
5018,210, 23.50 ,0
5019,210, 23.30 ,0
5020,210, 23.00 ,0
5021,210, 22.40 ,0
5022,210, 21.70 ,0
5023,210, 22.70 ,0.03158
5024,210, 23.70 ,0.13117
5025,210, 24.70 ,0.25222
5026,210, 24.90 ,0.51039
5027,210, 25.00 ,0.37132
5028,210, 25.20 ,0.43537
5029,210, 25.40 ,0.39947
5030,210, 25.50 ,0.24945
5031,210, 25.70 ,0.50056
5032,210, 25.40 ,0.18735
5033,210, 25.00 ,0.14277
5034,210, 24.70 ,0.05655
5035,210, 24.40 ,0.00361
5036,210, 24.00 ,0
5037,210, 23.70 ,0
5038,210, 23.40 ,0
5039,210, 23.00 ,0
5040,210, 22.70 ,0
5041,211, 22.70 ,0
5042,211, 22.70 ,0
5043,211, 22.70 ,0
5044,211, 23.40 ,0
5045,211, 24.00 ,0
5046,211, 24.70 ,0
5047,211, 25.40 ,0.03928
5048,211, 26.00 ,0.13241
5049,211, 26.70 ,0.3475
5050,211, 26.40 ,0.35515
5051,211, 26.00 ,0.42169
5052,211, 25.70 ,0.49843
5053,211, 25.70 ,0.44188
5054,211, 25.70 ,0.41526
5055,211, 25.70 ,0.42048
5056,211, 25.40 ,0.30066
5057,211, 25.00 ,0.17832
5058,211, 24.70 ,0.05645
5059,211, 24.70 ,0.0018
5060,211, 24.70 ,0
5061,211, 24.70 ,0
5062,211, 24.30 ,0
5063,211, 23.90 ,0
5064,211, 23.40 ,0
5065,212, 23.00 ,0
5066,212, 22.70 ,0
5067,212, 22.50 ,0
5068,212, 22.20 ,0
5069,212, 22.00 ,0
5070,212, 22.90 ,0
5071,212, 23.70 ,0.04209
5072,212, 24.60 ,0.17426
5073,212, 25.40 ,0.2375
5074,212, 26.30 ,0.30563
5075,212, 27.10 ,0.44968
5076,212, 28.00 ,0.47266
5077,212, 28.00 ,0.61921
5078,212, 28.00 ,0.44833
5079,212, 28.00 ,0.50866
5080,212, 27.00 ,0.26871
5081,212, 26.00 ,0.14341
5082,212, 25.00 ,0.06036
5083,212, 24.70 ,0.0018
5084,212, 24.50 ,0
5085,212, 24.20 ,0
5086,212, 24.00 ,0
5087,212, 23.70 ,0
5088,212, 23.50 ,0
5089,213, 23.20 ,0
5090,213, 23.00 ,0
5091,213, 22.70 ,0
5092,213, 22.50 ,0
5093,213, 22.60 ,0
5094,213, 22.60 ,0
5095,213, 23.30 ,0.03972
5096,213, 24.00 ,0.14652
5097,213, 24.00 ,0.31896
5098,213, 24.00 ,0.3062
5099,213, 24.00 ,0.5108
5100,213, 24.50 ,0.30344
5101,213, 24.60 ,0.46357
5102,213, 24.70 ,0.36273
5103,213, 24.80 ,0.43187
5104,213, 24.30 ,0.24602
5105,213, 23.80 ,0.13437
5106,213, 23.30 ,0.0577
5107,213, 23.10 ,0.00181
5108,213, 23.00 ,0
5109,213, 22.50 ,0
5110,213, 21.70 ,0
5111,213, 21.00 ,0
5112,213, 21.20 ,0
5113,214, 21.30 ,0
5114,214, 21.50 ,0
5115,214, 21.60 ,0
5116,214, 21.80 ,0
5117,214, 21.70 ,0
5118,214, 21.60 ,0
5119,214, 22.00 ,0.02844
5120,214, 22.30 ,0.13447
5121,214, 22.70 ,0.19388
5122,214, 23.40 ,0.2401
5123,214, 24.20 ,0.30192
5124,214, 24.90 ,0.2817
5125,214, 24.80 ,0.48005
5126,214, 24.70 ,0.21332
5127,214, 24.50 ,0.46428
5128,214, 24.40 ,0.36722
5129,214, 24.30 ,0.15871
5130,214, 24.20 ,0.03681
5131,214, 23.80 ,0.00181
5132,214, 23.40 ,0
5133,214, 23.00 ,0
5134,214, 22.60 ,0
5135,214, 22.20 ,0
5136,214, 21.80 ,0
5137,215, 21.80 ,0
5138,215, 21.90 ,0
5139,215, 21.90 ,0
5140,215, 21.90 ,0
5141,215, 22.00 ,0
5142,215, 22.00 ,0
5143,215, 22.40 ,0.04068
5144,215, 22.70 ,0.11405
5145,215, 23.10 ,0.19714
5146,215, 24.00 ,0.35942
5147,215, 25.00 ,0.44291
5148,215, 25.90 ,0.44686
5149,215, 25.50 ,0.51722
5150,215, 25.10 ,0.53412
5151,215, 24.70 ,0.48208
5152,215, 24.20 ,0.39601
5153,215, 23.70 ,0.14645
5154,215, 23.20 ,0.05733
5155,215, 22.70 ,0.00182
5156,215, 22.70 ,0
5157,215, 22.70 ,0
5158,215, 22.70 ,0
5159,215, 22.70 ,0
5160,215, 22.70 ,0
5161,216, 22.70 ,0
5162,216, 22.70 ,0
5163,216, 22.70 ,0
5164,216, 22.70 ,0
5165,216, 22.70 ,0
5166,216, 22.70 ,0
5167,216, 23.90 ,0.02992
5168,216, 25.20 ,0.15107
5169,216, 26.40 ,0.24493
5170,216, 26.70 ,0.55055
5171,216, 26.90 ,0.56387
5172,216, 27.20 ,0.79799
5173,216, 27.10 ,0.30657
5174,216, 26.90 ,0.41092
5175,216, 26.80 ,0.36822
5176,216, 25.90 ,0.36277
5177,216, 25.10 ,0.24852
5178,216, 24.20 ,0.07777
5179,216, 23.90 ,0.00181
5180,216, 23.50 ,0
5181,216, 23.20 ,0
5182,216, 23.20 ,0
5183,216, 23.20 ,0
5184,216, 23.20 ,0
5185,217, 23.20 ,0
5186,217, 23.20 ,0
5187,217, 23.20 ,0
5188,217, 23.20 ,0
5189,217, 23.10 ,0
5190,217, 23.10 ,0
5191,217, 23.80 ,0.05959
5192,217, 24.40 ,0.18539
5193,217, 25.10 ,0.35618
5194,217, 26.00 ,0.50513
5195,217, 26.80 ,0.60869
5196,217, 27.70 ,0.79056
5197,217, 27.40 ,0.59427
5198,217, 27.00 ,0.6736
5199,217, 26.70 ,0.47019
5200,217, 25.90 ,0.19033
5201,217, 25.00 ,0.20196
5202,217, 24.20 ,0.03978
5203,217, 24.00 ,0.00181
5204,217, 23.70 ,0
5205,217, 23.50 ,0
5206,217, 23.30 ,0
5207,217, 23.10 ,0
5208,217, 22.80 ,0
5209,218, 22.60 ,0
5210,218, 22.40 ,0
5211,218, 22.20 ,0
5212,218, 22.40 ,0
5213,218, 22.60 ,0
5214,218, 22.80 ,0
5215,218, 23.30 ,0.03184
5216,218, 23.70 ,0.11757
5217,218, 24.20 ,0.3022
5218,218, 24.70 ,0.38048
5219,218, 25.10 ,0.38946
5220,218, 25.60 ,0.65741
5221,218, 25.30 ,0.67159
5222,218, 25.00 ,0.62502
5223,218, 24.70 ,0.55957
5224,218, 24.40 ,0.40902
5225,218, 24.20 ,0.17982
5226,218, 23.90 ,0.0813
5227,218, 23.60 ,0.00181
5228,218, 23.30 ,0
5229,218, 23.00 ,0
5230,218, 23.00 ,0
5231,218, 23.00 ,0
5232,218, 23.00 ,0
5233,219, 23.00 ,0
5234,219, 23.00 ,0
5235,219, 23.00 ,0
5236,219, 23.00 ,0
5237,219, 23.00 ,0
5238,219, 22.50 ,0
5239,219, 23.00 ,0.04665
5240,219, 23.00 ,0.15469
5241,219, 24.00 ,0.35095
5242,219, 25.00 ,0.41578
5243,219, 26.50 ,0.46878
5244,219, 28.00 ,0.62587
5245,219, 27.70 ,0.59246
5246,219, 27.30 ,0.59626
5247,219, 27.00 ,0.34023
5248,219, 26.00 ,0.35425
5249,219, 25.00 ,0.22293
5250,219, 24.50 ,0.0529
5251,219, 24.00 ,0.00181
5252,219, 23.50 ,0
5253,219, 23.00 ,0
5254,219, 23.00 ,0
5255,219, 23.00 ,0
5256,219, 23.60 ,0
5257,220, 24.30 ,0
5258,220, 24.90 ,0
5259,220, 25.60 ,0
5260,220, 26.20 ,0
5261,220, 26.90 ,0
5262,220, 27.50 ,0
5263,220, 26.70 ,0.03372
5264,220, 25.80 ,0.18127
5265,220, 25.00 ,0.35961
5266,220, 26.00 ,0.41803
5267,220, 27.00 ,0.35608
5268,220, 27.50 ,0.7233
5269,220, 27.90 ,0.66738
5270,220, 28.40 ,0.61537
5271,220, 28.80 ,0.52746
5272,220, 29.00 ,0.34987
5273,220, 27.00 ,0.18878
5274,220, 26.00 ,0.05983
5275,220, 25.10 ,0.0018
5276,220, 24.30 ,0
5277,220, 23.40 ,0
5278,220, 23.00 ,0
5279,220, 23.00 ,0
5280,220, 22.90 ,0
5281,221, 23.00 ,0
5282,221, 23.00 ,0
5283,221, 22.50 ,0
5284,221, 22.00 ,0
5285,221, 22.50 ,0
5286,221, 23.00 ,0
5287,221, 23.50 ,0.03279
5288,221, 24.00 ,0.17189
5289,221, 24.50 ,0.25421
5290,221, 26.00 ,0.28327
5291,221, 25.60 ,0.39594
5292,221, 25.30 ,0.49984
5293,221, 25.40 ,0.40207
5294,221, 25.40 ,0.4229
5295,221, 25.50 ,0.35137
5296,221, 25.30 ,0.30391
5297,221, 25.20 ,0.13105
5298,221, 25.00 ,0.05432
5299,221, 24.70 ,0.0009
5300,221, 24.30 ,0
5301,221, 24.00 ,0
5302,221, 23.80 ,0
5303,221, 23.60 ,0
5304,221, 23.30 ,0
5305,222, 23.10 ,0
5306,222, 22.90 ,0
5307,222, 22.70 ,0
5308,222, 22.40 ,0
5309,222, 22.20 ,0
5310,222, 22.00 ,0
5311,222, 23.00 ,0.04075
5312,222, 24.00 ,0.15062
5313,222, 25.30 ,0.31908
5314,222, 26.70 ,0.35587
5315,222, 28.00 ,0.5173
5316,222, 28.70 ,0.43749
5317,222, 28.80 ,0.49845
5318,222, 29.00 ,0.61306
5319,222, 28.20 ,0.33086
5320,222, 27.10 ,0.23745
5321,222, 26.10 ,0.14003
5322,222, 25.00 ,0.05762
5323,222, 24.70 ,0.0009
5324,222, 24.30 ,0
5325,222, 24.00 ,0
5326,222, 23.70 ,0
5327,222, 23.30 ,0
5328,222, 23.00 ,0
5329,223, 23.00 ,0
5330,223, 23.00 ,0
5331,223, 23.00 ,0
5332,223, 23.10 ,0
5333,223, 23.30 ,0
5334,223, 23.40 ,0
5335,223, 23.70 ,0.03095
5336,223, 24.00 ,0.07421
5337,223, 25.00 ,0.29003
5338,223, 26.00 ,0.44234
5339,223, 27.00 ,0.5435
5340,223, 27.50 ,0.43658
5341,223, 28.00 ,0.41481
5342,223, 28.00 ,0.68151
5343,223, 28.00 ,0.46581
5344,223, 27.00 ,0.45126
5345,223, 26.00 ,0.21498
5346,223, 24.50 ,0.08177
5347,223, 24.20 ,0.0009
5348,223, 23.80 ,0
5349,223, 23.50 ,0
5350,223, 23.70 ,0
5351,223, 24.00 ,0
5352,223, 24.00 ,0
5353,224, 24.00 ,0
5354,224, 24.00 ,0
5355,224, 23.40 ,0
5356,224, 23.00 ,0
5357,224, 23.10 ,0
5358,224, 23.30 ,0
5359,224, 24.20 ,0.04049
5360,224, 25.10 ,0.14235
5361,224, 26.00 ,0.26434
5362,224, 27.00 ,0.36704
5363,224, 27.70 ,0.52887
5364,224, 28.50 ,0.55136
5365,224, 28.20 ,0.61744
5366,224, 28.00 ,0.63431
5367,224, 28.00 ,0.49063
5368,224, 26.80 ,0.40872
5369,224, 25.70 ,0.18732
5370,224, 24.50 ,0.05999
5371,224, 24.00 ,0.0009
5372,224, 23.80 ,0
5373,224, 23.60 ,0
5374,224, 23.40 ,0
5375,224, 23.30 ,0
5376,224, 23.10 ,0
5377,225, 23.00 ,0
5378,225, 23.00 ,0
5379,225, 23.10 ,0
5380,225, 23.10 ,0
5381,225, 23.00 ,0
5382,225, 23.00 ,0
5383,225, 23.00 ,0.04251
5384,225, 24.00 ,0.17569
5385,225, 24.20 ,0.17688
5386,225, 25.00 ,0.38704
5387,225, 26.10 ,0.49816
5388,225, 27.30 ,0.42707
5389,225, 27.10 ,0.62239
5390,225, 27.00 ,0.5582
5391,225, 27.00 ,0.52797
5392,225, 27.00 ,0.40708
5393,225, 25.70 ,0.24401
